Identity,Longitude,Latitude,Timestamp
230947000,25.552371666666666,60.31049333333333,2018-02-21 10:00:51
273335380,28.5601,60.61891166666667,2018-02-21 10:00:51
230081250,20.301273333333327,60.11611166666667,2018-02-21 10:00:53
230012710,22.910833333333336,59.809,2018-02-21 10:00:56
276790000,24.81427833333333,59.49916666666666,2018-02-21 10:00:51
230022010,25.53227333333333,60.03040166666666,2018-02-21 10:00:56
276504000,24.940720000000002,59.49695,2018-02-21 10:00:53
259743000,24.16915,64.89776666666667,2018-02-21 10:00:52
245229000,24.944911666666666,59.84504499999999,2018-02-21 10:00:51
230091080,24.974201666666666,60.10530666666667,2018-02-21 10:00:56
230125940,25.6237,60.20583333333333,2018-02-21 10:00:52
664445000,28.610345000000002,59.96466166666666,2018-02-21 10:00:55
248070000,21.524,59.39516666666667,2018-02-21 10:00:56
230018670,21.338151666666665,60.78155666666667,2018-02-21 10:00:56
249327000,18.99544833333333,60.54984833333333,2018-02-21 10:00:51
305804000,22.58134,59.42981166666666,2018-02-21 10:00:56
247661000,23.43122,59.65082500000001,2018-02-21 10:00:56
230993790,22.15437166666667,60.443484999999995,2018-02-21 10:00:56
230981750,21.571711666666666,63.080909999999996,2018-02-21 10:00:55
230992970,27.18955833333333,60.52515333333334,2018-02-21 10:00:56
230992740,20.297173333333333,60.11756666666667,2018-02-21 10:00:56
230987260,22.26165166666667,60.196369999999995,2018-02-21 10:00:51
230980000,21.688275,60.03961999999999,2018-02-21 10:00:56
230992510,22.21771666666667,60.43237833333333,2018-02-21 10:00:56
230071310,27.69694833333333,62.891783333333336,2018-02-21 10:00:55
276585000,21.47256,61.126005000000006,2018-02-21 10:00:56
276672000,24.903306666666666,60.02631833333333,2018-02-21 10:00:53
266192000,19.806575,59.89910666666666,2018-02-21 10:00:58
273348430,28.69456166666667,60.337585,2018-02-21 10:00:56
230939370,22.261885,60.19645833333333,2018-02-21 10:00:56
230980260,24.415841666666665,64.65940833333333,2018-02-21 10:00:56
230117660,21.780005000000006,60.36613333333333,2018-02-21 10:00:52
230109450,24.61966666666667,65.63979666666667,2018-02-21 10:00:51
230111210,24.406326666666665,64.66675166666667,2018-02-21 10:00:56
230196000,26.725,60.37305,2018-02-21 10:00:52
230992650,23.433806666666666,59.97906166666667,2018-02-21 10:00:56
230628000,24.772,59.44716666666667,2018-02-21 10:00:56
276260000,24.71278333333333,59.46191,2018-02-21 10:00:51
265150000,19.928346666666666,59.33083333333333,2018-02-21 10:00:51
266314000,19.220801666666667,59.73945333333334,2018-02-21 10:00:56
276776000,21.47326,61.12622666666667,2018-02-21 10:00:51
277449000,19.70279,59.74787333333334,2018-02-21 10:00:56
230286000,25.55235333333333,60.31095666666667,2018-02-21 10:00:56
230990040,24.51293333333333,65.65954500000001,2018-02-21 10:00:56
230252000,22.88782,64.17544166666667,2018-02-21 10:00:56
230991710,22.21732,60.432080000000006,2018-02-21 10:00:53
230046990,24.88971833333333,60.154315000000004,2018-02-21 10:00:56
276538000,24.71057833333333,59.460525,2018-02-21 10:00:53
235000940,26.94908666666667,60.48932666666666,2018-02-21 10:00:51
230940340,23.711961666666664,64.22312333333333,2018-02-21 10:00:56
230108590,24.98039833333333,60.1674,2018-02-21 10:00:55
265412000,18.986793333333328,60.45280333333334,2018-02-21 10:00:56
230337000,25.428021666666666,65.00593666666667,2018-02-21 10:00:56
310133000,28.588905,60.03974166666667,2018-02-21 10:00:55
230624000,27.012790000000003,59.99077166666667,2018-02-21 10:00:56
230636000,21.09751333333333,63.14598833333334,2018-02-21 10:00:52
230110440,22.44879333333333,59.87307333333333,2018-02-21 10:00:55
230005750,22.910816666666665,59.80888333333333,2018-02-21 10:00:56
230045250,21.345961666666668,59.767325,2018-02-21 10:00:56
273390690,28.54302166666667,60.592385,2018-02-21 10:00:56
230011480,21.074755,60.51589166666667,2018-02-21 10:00:56
273338790,28.742415,60.30407166666666,2018-02-21 10:00:56
305293000,24.876050000000006,59.59085,2018-02-21 10:00:51
230987160,24.40666666666667,64.66666666666667,2018-02-21 10:00:51
230927000,23.180266666666668,59.7083,2018-02-21 10:00:55
230938610,22.251605,60.443394999999995,2018-02-21 10:00:56
230109470,24.39025666666667,59.97478833333333,2018-02-21 10:00:55
230011590,24.55727333333333,65.04054833333333,2018-02-21 10:00:53
276829000,24.692516666666666,59.56451666666667,2018-02-21 10:00:53
230110890,19.934928333333332,60.08051999999999,2018-02-21 10:00:56
230367000,24.45248333333333,59.72461833333333,2018-02-21 10:00:52
230112970,21.034203333333334,60.30406166666667,2018-02-21 10:00:56
230113940,26.958241666666666,60.47263666666666,2018-02-21 10:00:56
265411000,18.943706666666667,60.64944499999999,2018-02-21 10:00:56
273335790,28.737555,60.30614,2018-02-21 10:00:55
265762030,19.080671666666667,59.75213333333333,2018-02-21 10:00:53
230992640,21.496696666666665,60.16448166666667,2018-02-21 10:00:56
265732720,19.069946666666667,59.71913833333333,2018-02-21 10:00:56
265585630,19.069801666666667,59.71906666666666,2018-02-21 10:00:56
212357000,23.86733333333333,59.63283333333333,2018-02-21 10:00:55
266027000,19.049355,59.70421333333334,2018-02-21 10:00:51
244995000,19.767176666666668,59.794259999999994,2018-02-21 10:00:53
235094204,23.3652,64.25083333333333,2018-02-21 10:00:56
248886000,20.534941666666672,60.68008166666666,2018-02-21 10:00:56
230659000,20.013653333333327,62.49365666666666,2018-02-21 10:00:56
230938570,21.216096666666665,62.35733666666667,2018-02-21 10:00:56
230081290,21.27077,61.17347333333333,2018-02-21 10:00:56
255805837,24.91914166666667,59.82900833333333,2018-02-21 10:00:56
230941170,21.44740833333333,61.13064,2018-02-21 10:00:56
273325230,28.558045,60.62079833333333,2018-02-21 10:00:51
230982010,21.14234833333333,63.21175,2018-02-21 10:00:56
230061400,20.088655000000006,60.37500333333333,2018-02-21 10:00:56
230983370,21.376861666666667,60.79636333333334,2018-02-21 10:00:56
230990880,20.756253333333333,60.31657666666667,2018-02-21 10:00:53
230629000,18.97343333333333,59.68078333333334,2018-02-21 10:00:53
265593530,19.080686666666672,59.75217833333333,2018-02-21 10:00:56
246264000,21.097973333333336,63.59146833333333,2018-02-21 10:00:53
230068740,28.944558333333333,61.84413000000001,2018-02-21 10:00:56
230981770,21.370336666666667,59.78208166666666,2018-02-21 10:00:56
230987410,21.56411833333333,60.20906166666667,2018-02-21 10:00:55
230172000,20.636345000000002,60.11074,2018-02-21 10:00:56
230125910,24.39066666666667,59.974865,2018-02-21 10:00:56
230634000,21.439285,60.18647333333333,2018-02-21 10:00:56
230946000,22.07114,60.451723333333334,2018-02-21 10:00:55
230017340,24.97435333333333,60.10519166666666,2018-02-21 10:00:56
230992210,21.3711,59.78311666666666,2018-02-21 10:00:56
230044260,24.97379,60.18336833333333,2018-02-21 10:00:51
230051080,22.506318333333336,60.019065000000005,2018-02-21 10:00:55
230991010,21.805861666666665,60.40286166666667,2018-02-21 10:00:56
276813000,24.766711666666666,59.70936833333334,2018-02-21 10:00:55
266301000,19.318843333333334,59.75660666666667,2018-02-21 10:00:53
230610000,20.385366666666666,60.03236666666667,2018-02-21 10:00:56
230052810,21.368621666666666,60.40637666666667,2018-02-21 10:00:52
230003110,24.40645,64.66631666666666,2018-02-21 10:00:55
